Total_Assets,Total_Liabilities,Revenue,Operating_Expenses,Net_Income,Cash_Flow_Operating,Cash_Flow_Investing,Cash_Flow_Financing,Current_Ratio,Debt_to_Equity,Gross_Margin,Return_on_Assets,Return_on_Equity,Financial_Status
-0.265046406,0.685300293,-0.171023725,0.937911574,-0.156906826,0.316081477,0.246034732,-0.024985526,0.570516085,-0.656789473,0.170678962,0.945521278,-0.91692936,Anomaly
-0.08779332,0.376644553,-0.536122481,-0.100785042,0.606464711,0.030911976,-0.191701406,0.823729989,-0.910325721,0.743045708,-0.668283407,0.080576391,0.441841262,Normal
0.562482672,0.681841442,-0.179973482,-0.837041912,-0.02371254,-0.260731992,0.072871214,0.619031303,0.502803897,-0.160751886,0.043244051,0.899150688,0.075258857,High Risk
-0.594403063,-0.180447801,0.670212611,0.500625755,0.385839627,-0.734825588,0.93724617,-0.499559633,-0.910738429,0.933879733,-0.458244185,-0.574064386,0.4514422,Anomaly
0.027133029,-0.666062884,-0.541084262,0.14333681,0.475178044,-0.989492141,-0.794791715,-0.33669065,-0.504465591,0.170662671,-0.475571976,-0.403445784,0.297795454,High Risk
0.181608077,0.507511467,0.059528221,-0.084471178,-0.546363532,-0.594915303,-0.600109663,-0.280314623,0.690144334,-0.724066417,0.662769875,0.390340752,0.820223377,Normal
-0.897155019,-0.254130198,0.629496489,-0.353730987,0.744835024,-0.818313221,0.95488786,0.840212893,0.913048667,0.095141312,-0.22250114,0.945656027,-0.73164375,High Risk
0.211503796,0.372969669,-0.286424319,0.02140339,-0.118156968,0.5417213,0.944167344,1.012752477,-0.176053507,0.995022148,-0.084293653,0.63296163,-0.673379131,Normal
-0.651999473,-0.435383098,0.297854369,-0.296603693,-0.636182837,-0.80822981,-0.663046203,0.562504638,0.951296653,0.133873254,0.689266758,0.107186945,-0.323634273,Normal
-0.860401202,-0.817568083,-0.504661391,0.515963479,0.72349561,0.418918658,-0.729086305,-0.0173523,0.254973736,-0.998519934,-0.800054589,-0.799883244,-0.0197109,Normal
0.88595418,1.021285153,-0.780583693,0.102003465,-0.20531927,-0.260261555,-0.160544979,-0.966477217,-0.173397008,0.873470318,0.199487896,-0.259329214,0.861358833,Normal
0.919043352,-0.666295855,0.605795016,0.748732338,0.484642863,-0.886704784,-0.925601195,0.409339828,0.612048649,-0.530075243,0.167140251,-0.797418679,0.823323575,Normal
0.608365492,1.012889822,-0.801448682,0.10132405,0.064890154,0.596455829,0.321146434,-0.207446798,-0.417995586,0.381855608,-0.134601849,-0.362121041,0.752135873,Normal
-0.38705358,0.990410282,-0.452554027,-0.491653705,-0.279913499,0.128851595,-0.868376042,0.280225113,-0.477938762,0.033175448,0.663253827,-0.4637349,-0.565122944,Normal
-0.795946761,0.620235731,0.728678585,0.698704181,0.608244894,-0.560959586,-0.908478938,0.227594632,0.315189902,-0.348066158,0.886335109,-0.212526581,0.463678209,Normal
0.36303091,0.349064002,-0.300606095,0.127886577,0.140500784,0.760852134,-0.028488272,-0.024346834,-0.224846689,-0.434094378,-0.055476391,0.6561521,-0.238590431,High Risk
-0.119244471,0.184385966,0.967333844,-0.552686478,-0.261880033,-0.943114462,0.945118677,0.903565471,-0.741559434,0.864785843,-0.073598162,-0.673616119,0.87245352,Anomaly
-0.747802077,0.766083457,0.980869681,0.256645649,-0.844912795,-0.62904802,-0.148780104,-0.940509729,-0.881518565,0.830944924,0.016956703,-0.372221421,-0.58133365,Normal
-0.01052248,-0.397458886,-0.458838067,-0.259625977,0.785810099,0.474723748,-0.293636218,0.438654008,0.581686053,0.029264828,0.452922158,-0.459233659,-0.729984845,Anomaly
-0.920987946,-0.03781711,-0.918798115,0.685716793,-0.998737424,0.389128517,1.027873424,-0.166453977,0.354492111,-0.482631142,0.344327859,-0.391429986,0.692318785,Normal
0.807777972,0.268288642,0.425045072,-0.073965932,0.718871149,-0.45361663,0.067887803,0.441972807,-0.181590912,-0.796542101,-0.533726082,-0.266599741,0.437775513,Normal
-0.477615933,-0.151799584,-0.089104954,0.456583425,-0.325379715,-0.909480259,-0.254988059,0.364764501,0.801680898,-0.687516087,-0.847179809,-0.491767383,0.649792328,Normal
0.320132952,-0.118918867,-0.797838132,-0.768884604,0.254359856,0.687425262,-0.233110923,-0.966348737,-0.183501867,0.047592285,0.898886047,0.86001123,-0.696136845,Normal
-0.373030108,-0.315044829,0.430022189,-0.185217461,0.841328545,-0.404617486,-0.626388467,-0.415672022,0.424284623,-0.383454647,-0.458321062,-0.151455933,0.778346482,Normal
0.038659525,0.156994949,-0.93863611,0.955391028,-0.757532356,-0.641297218,0.027209087,-0.608332411,0.827839618,-0.917709256,0.286221024,-0.743818377,0.358077592,Normal
0.091301598,0.734754288,0.759209196,0.61589672,0.104145919,0.001330866,-0.123937058,-0.652580972,0.689004919,-0.087265756,0.660617766,-0.05939063,0.305213295,Normal
-0.623684367,-0.574838935,-0.721144292,-0.643785337,0.51394435,0.792037905,-0.470158444,0.471370671,0.01997681,0.497768605,-0.380998749,-0.607688665,0.165286975,Normal
0.92685323,0.903957259,-0.744093243,-0.414925861,0.499731834,-0.946548253,-0.697296206,-0.507325494,0.364084033,0.790275472,0.279982559,-0.546323134,0.535084996,Normal
0.542638573,0.408919035,-0.646231051,-0.3138207,0.018405202,0.502321006,-0.386840272,-0.036546256,-0.177800243,0.174304646,-0.760395285,-0.412918898,-0.173438897,Anomaly
0.867407335,0.679667885,0.941474265,0.308814053,0.224064639,0.114493761,0.019916858,-0.49243734,0.296210692,0.451738976,0.939664942,-0.723207662,-0.747099513,Normal
0.77914135,0.140770215,0.400976516,0.515930248,0.499613887,-0.180440818,-0.907853396,0.174628595,-0.494671683,-0.270395698,-0.858494215,0.431282716,0.077410247,Normal
0.192446624,0.591379509,0.619934544,0.501424138,0.672887227,0.458742754,-0.711296827,0.455551173,-0.135020495,-0.004702124,-0.109042498,0.568397618,0.501056262,High Risk
0.832582918,-0.948778858,-0.197067137,0.035923831,0.508508038,0.903567532,0.924251071,-0.324120444,-0.592113404,0.464473537,0.085500004,-0.20143461,-0.70485156,Anomaly
-0.814084631,0.66979561,-0.321158919,0.620481258,-0.3377403,-0.574109709,0.090314955,0.22024205,-0.939933386,0.460516049,0.585762162,0.369089294,-0.562092763,Anomaly
-0.6016959,-0.900477752,-0.527219619,-0.105474822,0.995979884,-0.745743206,-0.897313813,0.664293518,0.177150846,-0.148862866,-0.734307058,-0.21175417,0.396469304,Normal
-0.899571773,0.814129058,-0.029081862,-0.71382862,-0.170698305,0.797363,0.399810107,-0.798230935,0.73713824,0.090643584,-0.103849219,-0.647093053,-0.469527403,Anomaly
-0.34612001,1.020036087,0.114959484,0.141916112,-1.021573808,0.308035104,-0.900705646,0.435727709,-0.965521823,0.854926398,-0.382113375,-0.195853146,-0.671798824,Normal
-0.220953621,-0.388120999,0.276738511,0.895293176,-0.319869402,-0.155291428,0.494135228,-0.339993745,-0.619547532,0.268211794,-0.357857537,0.113540792,0.787676783,Anomaly
-0.452780919,-0.557102819,-0.481416428,0.585854374,-0.807176676,0.116071187,0.516978737,-0.741330436,-0.083377613,0.289474525,0.562700038,-0.885369212,-0.690148495,Anomaly
0.648555338,0.56282204,0.917975649,0.169612369,-0.820333601,0.461818921,0.31326743,0.105409565,0.334166342,0.575025522,-0.962421584,0.302285036,-0.318401804,Normal
-0.284031743,-0.470930479,-0.658198222,0.301899315,-0.488123597,0.516820201,0.480394954,-0.533926534,-0.669886505,-0.770648009,0.504118566,0.4728833,-0.147428287,Normal
-0.433841104,0.764995579,0.952375032,0.853066721,-0.961580625,0.811430147,-0.846807195,0.657301514,-0.902362919,0.048863917,0.625040911,0.700084727,-0.050644611,Normal
0.083370003,-0.773959192,-0.971658822,-0.122442216,0.35640031,-0.177645072,0.469220938,-0.900976448,0.036101045,0.926444775,0.804435764,-0.765776697,-0.283588371,Normal
-0.710485508,-0.727324435,-0.028115261,-0.310754957,-0.918805495,-0.445313244,-0.746433449,-0.789366054,0.644338701,-0.275240621,0.263117447,-0.964548837,0.834631515,Normal
0.596114271,0.994186692,-0.3271182,0.943736898,-0.650491884,0.249280911,-0.328607088,0.05605076,-0.945921244,-0.409394875,-0.31556541,-0.822893804,0.319544143,Normal
-0.841632158,0.37815132,-0.092875102,0.72269521,-0.879563369,-0.199941859,0.914131788,0.192059574,-0.308305873,0.20631612,-0.130617771,0.824265901,-0.287270833,Normal
0.961040625,0.727314342,0.153075719,-0.326975045,-0.94126062,0.158877599,0.007952053,0.47419307,0.329331322,-0.557766758,0.939279657,0.517307809,-0.290871448,Anomaly
0.536932107,-0.327060936,-0.120263036,-0.053607948,-0.516725668,-0.191400391,0.964977709,-0.467872652,-0.752065475,0.115325381,0.764646689,0.652588221,0.003747137,Normal
-0.596296161,0.383487889,-0.16223719,-0.148207458,0.114414603,-0.726990004,-0.844836334,0.69813402,-0.538525828,-0.68937433,-0.059045901,0.036155981,-0.948251085,High Risk
-0.978024678,0.21754674,0.481018141,-0.664850869,0.929491484,-0.092220422,-0.044207598,0.921090495,0.069478146,0.163267055,0.886676186,0.054945957,0.863243516,Anomaly
0.622323312,0.235521178,0.386218221,0.906011202,0.744538867,0.352097011,-0.899470713,0.012099146,0.917385034,0.208670592,0.649804183,-0.386853633,-0.563535682,High Risk
0.407733989,0.395692491,0.684486903,-0.169118712,0.745321747,0.569482283,0.270275604,0.535535465,-0.434204991,-0.161177386,0.803898584,0.666753972,0.398593129,Anomaly
0.451499523,0.179446836,-0.495904445,0.745782437,-0.706981711,-0.04427729,-0.865881291,0.063761879,-0.027879385,-0.232851874,0.373746403,0.6416193,0.561144866,Normal
0.535006759,-0.115739112,0.231720808,-0.586648915,-0.522628272,-0.702431994,-0.666749494,-0.847788259,-0.205678719,-0.508838944,0.718236364,-0.205526278,0.66188547,Normal
-0.84263194,-0.424732055,0.182479059,0.109728598,-0.913816024,-0.202028509,-0.494807621,-0.334055479,0.804053754,-0.337032655,0.785510751,-0.327302543,-0.680518845,Anomaly
-0.280648231,0.569314996,-0.253519887,-0.907911297,0.543069563,0.543424214,0.514467732,-0.811717777,-0.871520758,-0.000464888,-0.791720338,0.464685357,0.072193112,Normal
-0.759991666,-0.524912373,-0.018135165,0.529965471,-0.927464079,-0.20569641,-0.690246447,0.992625854,0.131700102,-0.504415085,0.930367275,-0.914071177,-0.846798667,Normal
0.716458482,0.415510224,-0.366751831,0.173911379,0.082866032,0.363356793,0.716128108,-0.52839457,0.699974189,0.571435513,-0.315254262,0.700043378,0.616058135,Anomaly
0.242630477,-0.51066648,-0.714685223,0.260689279,-0.557970824,-0.016418758,-0.756289795,0.28605805,0.988194738,0.423078707,-0.105640852,-0.100839409,-0.029726649,Anomaly
-0.335118879,0.280274302,-0.569073345,-0.853991343,-0.567163451,-0.550003436,-0.955418891,-0.417660527,0.400800439,-0.460898708,0.58856653,-0.110332555,-0.695029899,Normal
-0.86335168,0.52592784,-0.788204167,-0.544533672,0.983526408,0.563196794,-0.214189634,0.320779638,-0.246264406,-0.806406262,0.338087986,0.33053648,0.441368867,Normal
-0.374470044,-0.540163391,0.380538581,-0.810073776,0.498063389,-0.864969334,0.989730352,-0.565675219,-0.181537878,-1.001915906,0.78806227,0.285374908,-0.3447304,Normal
-0.346410482,-0.860517939,0.335326919,-0.393267621,0.664403582,0.01904101,-0.800709273,0.585055647,-0.303611523,0.197291764,-0.183197393,-0.449831347,-0.784252516,Normal
0.452683099,-0.717198414,0.921926306,0.264281595,0.114588327,-0.614862536,-0.818475208,-0.765027615,0.207745812,-0.577378364,-0.237008835,0.861361194,-0.081207759,High Risk
0.27080532,0.241265318,0.474856272,0.145303929,0.735112938,-0.899368364,0.519458674,0.805006331,0.483371326,-0.976983596,-0.910696058,0.944704267,-0.539319888,Anomaly
0.76409575,0.732478054,-0.896401676,0.234583931,0.267125491,-0.025004048,-0.384939151,0.695454274,0.64587695,-0.280417327,-0.060624676,0.053531086,0.911075767,Normal
-0.055892752,-0.890675746,0.787637721,0.11241,0.891077285,-0.031767938,0.449652096,0.371946097,-0.171858482,0.931604603,0.454789276,0.122045972,-0.283483428,Normal
-0.752631121,0.499844761,0.743988625,-0.424123602,-0.488531262,0.384159527,-0.615982664,-0.851896613,0.437301488,0.384697645,-0.379219929,0.108373044,0.144735358,Anomaly
0.420354851,-0.292781353,-0.104618247,-0.479523275,0.163014969,0.460087293,-0.080227793,-0.569343713,0.842265712,0.722063966,-0.060622433,-0.024295125,0.90730088,Normal
0.514289002,-0.015930586,0.183831361,-0.688229545,0.35976025,0.426066643,-0.481500207,0.733366833,0.851607044,-0.711312296,-0.54050474,0.865055757,-0.217839029,Normal
0.120084172,0.892711521,0.973471391,0.694778583,-0.256951217,-0.212317383,-0.097828911,-0.742682648,0.411565242,-0.854948414,0.550866883,-0.490914234,-0.290045497,Normal
0.534407736,-0.311641265,0.07544995,0.242993609,0.753153345,0.233283876,0.556397629,-0.674708602,0.275314432,-0.979099827,-0.853853166,-0.755734001,-0.687084739,Anomaly
-0.013251799,-0.042547207,0.83028846,-0.592175451,0.960862238,0.123464751,0.541797322,0.102104942,0.061426994,0.918867148,0.417934182,0.834778758,0.886898414,Anomaly
0.043924883,-0.953859441,-0.833684374,-0.610242911,-0.047712953,-0.188238975,0.034520889,-0.438013434,-0.645593464,-0.398787475,-0.225862507,-0.552309566,0.607847259,Normal
-0.144163312,-0.816823372,-0.615108936,0.741327587,-0.261717028,0.16412184,0.884520995,-0.542307013,-0.766501793,-0.078546069,-0.891157472,0.485558369,-0.568198184,Anomaly
-0.938710449,-0.459701364,-0.109809548,0.488224106,-0.093015931,0.866302445,-0.484602268,0.165780167,-0.031566257,-0.209176455,0.709983962,-0.570052082,-0.341678218,High Risk
-0.775754561,-0.925268704,0.181592768,0.326360731,0.697184959,-0.64695356,-0.532958697,-0.241044799,-0.693807214,0.466142224,-0.011327699,0.894092218,0.839445937,Normal
-0.926835256,0.292471733,0.649997801,-0.164162345,0.267079602,0.78310084,0.23648186,-0.705479584,0.153727655,-0.379162866,0.208759233,0.566801074,0.073382936,Normal
0.26853886,-0.121114342,0.998126506,-0.445593361,-0.979433082,-0.926670643,0.251913381,0.083790007,0.293177345,0.074130254,0.470487485,0.8138147,0.112037199,Anomaly
-0.367804077,0.124536671,-0.214841414,0.948028037,0.052723425,-0.415266339,-0.932148742,-0.212148382,0.049430186,0.999117316,0.318717718,0.876279642,0.298282961,Normal
0.015942108,-0.629077647,-0.905771358,0.594101642,-1.036441128,-0.455876312,0.224062103,0.483461297,-0.943502179,-0.109587527,0.468172527,-0.801293024,0.52958209,Normal
0.804312409,-0.384358825,0.619529759,-0.368278869,0.54320866,0.222602417,-0.256646961,-0.781153868,-0.900265921,0.105930123,0.53014717,-0.125733381,0.888890456,Normal
-0.496362653,0.357945021,0.221303734,0.691853181,-0.391055514,-0.770662923,0.511786857,0.255457263,-0.787384836,0.007942277,0.188707454,0.289926159,0.610850179,Normal
-0.178065758,0.966243632,-0.599950161,0.519693038,-0.0928716,0.736110654,0.636759543,-0.113100968,-0.705576432,0.612348037,-0.252096486,0.588743189,0.879282323,Normal
0.503947391,-0.879739801,-0.000386333,-0.377405556,0.585007128,0.628193929,0.109470814,-0.174016497,0.991777326,-0.465856477,-0.49367711,-0.497265344,0.64814527,Normal
-0.536856593,0.815079292,0.50041806,-0.12591899,-0.975954268,0.274158781,-1.024513751,-0.521865377,-0.318199766,-0.659650378,0.807474843,0.805851746,-0.922344181,Normal
-0.836832204,0.182517862,0.557284367,-0.593258468,-0.743349119,-0.114312655,0.282956704,-0.925937775,-0.424805703,0.513657556,0.939651926,-0.536942379,-0.778109895,Normal
-0.416419827,0.156364916,0.009306626,-0.738745918,-0.246527772,0.837632615,0.514750848,0.710001845,-0.911351055,-0.166770562,-0.267824582,0.712099189,0.778549824,Anomaly
-0.670380821,0.027955151,-0.384089262,0.449436716,-0.595219966,0.632597455,-0.515093606,-0.333457816,0.272103765,0.834563648,-0.751697114,0.027829262,-0.960355218,Normal
0.848041101,-0.841448903,0.968744764,-0.434839684,-0.371156931,-0.032263443,-0.07080484,0.376517439,0.30634649,0.292660129,-0.534313039,0.033074757,0.594519122,Anomaly
0.607818234,-0.800120423,0.340659548,0.638426726,0.998985347,0.374074123,0.961475917,0.909971009,-0.661321973,0.132207589,0.349469379,-0.24069328,0.707449182,Normal
0.262598052,0.23100529,-0.175611839,0.979413181,0.64048806,0.103373791,-0.413875733,0.144115183,0.848393431,-0.860639706,-0.632139794,-0.764354449,-0.173730512,Normal
0.732971288,-0.293507883,-0.434176029,-0.805627743,0.761856025,0.14552504,-0.568306256,-0.191861858,0.607364392,0.466051701,0.565331598,-0.292799046,-0.296683307,Normal
0.599028893,0.869323156,0.477739032,-0.035631984,0.872154174,-0.369956458,-0.593642426,-0.44983139,-0.54994818,0.376852659,0.847168438,-0.138611247,-0.622172561,Normal
-0.62029453,-0.16108097,-0.511639027,0.60346979,-0.364860093,-0.10694898,0.12316439,0.882860374,-0.031284681,0.284443405,0.92727994,-0.037394092,-0.917303504,Normal
0.774659344,-0.692364893,-0.654249183,0.578001741,-0.455872349,-0.877190108,0.928638763,0.3784907,-0.087019401,-0.463705744,-0.954800066,0.466083112,0.495540507,Normal
0.076743194,0.460635572,0.070450695,0.521762098,-0.586634537,-0.317052222,0.225941781,0.344870806,-0.310029145,0.900929518,0.916438307,-0.283158182,-0.866977672,Normal
0.606474188,-0.389561733,-0.414902912,-0.276567229,0.650246228,0.361948002,-0.403147577,-0.133788844,0.642156717,-0.355662246,0.486587631,-0.177607696,0.899812582,Anomaly
0.78163877,0.078785087,0.270931386,-0.072890783,0.337806613,0.878274732,0.287497118,0.704716316,-0.795659526,-0.696251593,-0.807431229,0.7893845,-0.414567617,Normal
-0.360597044,0.42656426,-0.763060868,0.201210713,-0.582257105,0.898030268,0.259217011,0.441736076,-0.174454271,0.982268971,-0.154272334,0.492163539,0.594660452,High Risk
-0.771485663,0.83501394,0.32361778,0.937325083,-0.290035744,0.080892062,0.201704611,-0.419986196,-0.14864213,0.497883163,0.407407639,-0.920483585,-0.895468148,Anomaly
-0.538561788,0.616953084,-0.428442553,-0.3182271,-0.020856265,0.182997682,-0.69959092,0.213351721,-0.06604242,-0.168441712,0.913541856,0.607391024,0.071352492,Anomaly
-0.145019325,0.383240352,-1.001230084,0.838657753,0.023609883,-0.661341917,0.279250545,-0.125710606,0.730887913,0.879172521,-0.649478945,0.951700496,-0.308358312,Normal
0.627368416,0.389842562,-0.744853755,-0.431255844,0.771870345,0.36090405,-0.141840593,-0.973650725,-0.574614638,-0.819106761,-0.72128143,0.854564521,-0.955680003,Normal
0.711770014,0.927144098,0.887543314,0.966721084,-0.282622807,-0.892160374,-0.989724633,0.629801034,-0.808530821,-0.826054593,-0.041649226,0.653595377,0.313811602,High Risk
-0.975199134,-0.384576601,0.753458018,0.347464106,0.812949925,-0.462816294,0.083947438,-0.740969339,0.236558885,0.369637081,0.936050866,0.253286211,0.896755677,Normal
0.020242845,-0.979222825,-0.528990219,-0.05413068,-0.156452925,0.306852088,1.009971137,0.033948426,-0.664598429,-0.644504893,0.942520172,-0.426178436,-0.994727097,Normal
-0.164179071,-0.432738639,0.573392468,0.236993681,0.476467405,-0.411412921,-0.307524583,-0.313808627,-0.865345801,0.841425737,-0.523707939,0.302180925,-0.467932943,Anomaly
-0.550075973,-0.541822984,0.229784391,-0.42509019,0.858042749,-0.933909678,0.961131045,-0.302072792,-0.151447065,0.687076059,-0.343388946,0.381866089,0.410791434,Normal
-0.752095416,0.353929981,0.963002047,-0.421899438,0.810982039,0.63485194,-0.829831977,-0.031287176,-0.571611496,-0.386395151,0.817589537,-0.419662128,0.750881399,Normal
-0.321846561,0.297185679,-0.245692905,-0.733885849,-0.954157169,-0.41137305,0.480900858,1.008927907,-0.284259053,0.784535061,0.47603082,-0.470437901,-0.629526313,Normal
0.874146613,0.215972021,0.377282682,-0.732922898,-0.645481025,-0.907313047,-0.792494038,-0.169376877,-0.490290174,-0.916061745,0.944368504,-0.196325897,-0.873084353,High Risk
-0.350323508,-0.948692004,-0.873150736,-0.279137397,-0.08270781,-0.883876735,-0.46443901,-0.621868686,-0.829410298,0.100635683,0.788236708,0.276465147,-0.999010207,High Risk
0.036135529,0.48900314,-0.199875164,0.527314088,-0.176816578,-0.528868572,0.147968106,0.241431335,0.119926749,0.878461572,-0.5489884,-0.397391347,-0.579973304,Anomaly
0.400149776,-0.328673023,0.948660685,0.226467328,0.257582303,-0.676798846,0.193164549,-0.51385842,-0.962598688,0.717278054,0.525108656,0.110983716,-0.871866166,Anomaly
-0.270445004,0.360429871,0.088960543,-0.755193908,0.888037961,0.519364285,0.568993599,-0.775561648,0.944063394,-0.286472171,-0.877413195,0.776101915,-0.287499172,Normal
0.931195151,0.141552557,-0.419168439,0.700927531,-0.839088281,-0.388596522,0.239582336,-0.886407337,-0.324622908,-0.634657784,0.639702608,-0.393445879,-0.123702882,Normal
0.912750672,-0.289931769,-0.758341247,0.213640633,-0.134682688,0.580338865,0.194884761,-0.94104033,0.393558309,-0.579033138,0.21317251,0.905296655,-0.04296877,Normal
-0.491442564,-0.70992953,0.421938958,0.91190881,-0.673066047,-0.685163884,0.851520609,-0.12376754,0.627396681,0.032025014,0.912389071,-0.048376592,-0.727811495,Normal
-0.006429243,-0.790955847,0.30320964,0.347312173,0.783034187,-0.04517418,-0.096525815,-0.132652953,-0.450925732,0.197400502,0.920142589,-0.76938177,-0.075295978,Normal
-0.394434423,0.696304227,-0.245018936,-0.614194748,0.929272828,0.346318267,-0.563954218,-0.615430784,0.502314881,-0.936312,-0.872976086,-0.85817937,-0.998177993,Normal
-0.426123323,0.871602121,0.922604173,-0.034178611,-0.078980373,0.274008397,-0.694724163,0.58255146,0.672168927,-0.170925053,-0.656617969,-0.309090691,-0.530851537,Normal
-0.916051339,0.329623443,-0.956792052,0.305185728,-0.856507645,0.171978884,-0.203993787,-0.728077644,-0.52762513,0.667029469,-0.018259465,-0.463799063,-0.267813761,Normal
0.215494063,-0.772765665,-0.3871058,-0.899552551,0.557234968,0.821314695,0.440322146,0.84537479,0.997079167,-0.109054002,0.761307234,0.668612967,-0.776452622,Normal
0.004300842,-0.170288472,0.862155436,-0.925492164,0.374306803,-0.575475942,-0.940382081,0.1893256,-0.975446484,-0.662188603,0.633021659,0.463262763,0.63474607,Anomaly
-0.887219594,0.489328287,-0.352276416,-0.70310186,-0.336358516,-0.043489066,-0.762162244,-0.931561938,-0.576982121,0.917254912,0.928696957,0.747661414,-0.608361531,Normal
-0.438362022,0.591993264,-0.491262603,-0.465621664,0.769130667,0.739410447,-0.809420996,0.940768067,0.565809694,-0.466990502,0.245767036,0.176004678,0.51482587,Normal
0.805694368,-0.742934673,0.079327263,-0.120099047,0.952621394,-0.877646811,0.177652873,-0.370427407,-0.623401455,0.602783359,-0.467208071,-0.121729185,-0.055202757,Normal
-0.515588695,-0.981404738,0.665324348,-0.007651084,0.085269383,-0.921790469,-0.527698622,-0.086114389,0.399855317,-0.612698069,-0.923677204,-0.440938099,-0.043335363,Anomaly
-0.702639961,0.455426248,-0.792993799,-0.68634945,0.101608959,-0.565892863,-0.685513738,-0.417813477,0.719075593,-0.151583845,-0.533545548,0.164109235,0.292298308,Normal
-0.02183275,-0.26195558,0.906575953,0.353539714,-0.454966464,0.235954767,0.193146061,0.471259803,0.929528183,-0.016393164,0.358552839,0.231702943,-0.926718541,Normal
